Date,AAPL_ret,JPM_ret,MSFT_ret,AAPL_call_ret,MSFT_call_ret,JPM_put_ret
2021-01-05,0.012363820255000713,0.005441418091043371,0.0009646217221854769,,,
2021-01-06,-0.03366153834741381,0.04695580930923238,-0.025929265946842306,,,
2021-01-07,0.03412341251954487,0.03283920057254064,0.028457251712398657,,,
2021-01-08,0.008631082853474581,0.0011041283698720594,0.006092501528734751,,,
2021-01-11,-0.023248916673640596,0.014923913814706813,-0.00969844330506775,,,
2021-01-12,-0.0013955275426494884,0.015719062207889545,-0.011770797810704448,,,
2021-01-13,0.01622658733387161,0.0009272377044435842,0.006560350145778271,,,
2021-01-14,-0.015127158318473,0.005842361864487389,-0.01534605322832816,,,
2021-01-15,-0.013730423292856342,-0.017921428337960732,-0.0017371328991023782,,,
2021-01-19,0.005427105878465621,-0.004327774416749253,0.017822949207342953,,,
2021-01-20,0.0328562085560451,-0.014995869781627924,0.03649951607929669,,,
2021-01-21,0.036658514789667196,-0.008383911521551157,0.0028081546781726363,,,
2021-01-22,0.01607323314456699,-0.0077137361998042,0.004356369548786043,,,
2021-01-25,0.027683875758385934,-0.012481988639821306,0.01584406095097446,,,
2021-01-26,0.0016793622371842343,-0.004087263720161993,0.012198958628862444,,,
2021-01-27,-0.007683843934436441,-0.028271795704747804,0.002453330894809813,,,
2021-01-28,-0.0349852287605642,0.017597383964275126,0.02589080974610014,,,
2021-01-29,-0.03742052627456671,-0.011067395840300476,-0.029171644769669047,,,
2021-02-01,0.01652020029121437,0.0073830369521179495,0.03315233695655162,,,
2021-02-02,0.006336459514785453,0.030782146364424,-0.0005841974975060449,,,
2021-02-03,-0.007778009887082216,0.01145152438469399,0.014571446744607863,-0.008607357224294399,0.019878628338627413,0.015923466464822678
2021-02-04,0.025757472913541024,0.023012944569915428,-0.004074103183259625,-0.015098527814066731,-0.07761736099379157,-0.10350895078229805
2021-02-05,-0.0030979055908336717,-0.001952768115243142,0.0007852206105232185,-0.05145904670850798,-0.04292048329496834,-0.10100026472702184
2021-02-08,0.0010970723640879587,0.01565452373512577,0.0011145980234663622,-0.001166743593439934,0.0026847498958735283,0.041037174004906696
2021-02-09,-0.006573734533524167,-0.003996197602564533,0.005361572483080668,-0.040827482651820124,-0.01753359825396561,-0.023111965697703463
2021-02-10,-0.004558633924227284,0.000573476020379271,-0.0038971044396591825,-0.0022653853765854937,-0.026490854223764404,-0.028563714311800936
2021-02-11,-0.0019199400712347492,-0.0027928041200900866,0.00687752585367396,-0.012903757732242283,0.00691053730106117,-0.002090995664420281
2021-02-12,0.0017756080791673234,0.014217027437759322,0.0020449953615073735,-0.017754814585421053,-0.04929288728196668,0.03588388849404822
2021-02-16,-0.016103957547885295,0.02407086255603308,-0.005265594395136297,-0.010678564055623174,0.0035427203695814757,0.04378288163930688
2021-02-17,-0.017644081601380313,0.003111090335264244,0.004359694787433144,0.006194699342455756,-0.01002087494452819,-0.0022272054537769703
2021-02-18,-0.008636097365376627,0.0033767658773677933,-0.0016789526952706302,-0.07084834218843394,-0.12074397252232705,-0.036342837089783586
2021-02-19,0.0012329606658036951,0.01669099439593369,-0.011567369712771725,-0.10846080168850314,0.025090331589843418,0.01670757582069693
2021-02-22,-0.0297987836704815,0.009390320232294469,-0.02680832883366402,-0.0036308600758064857,0.09032155793124352,-0.010232474141559034
2021-02-23,-0.0011111347126310234,0.008031742289699384,-0.005287469359279484,-0.09797562429298012,-0.023560298470218788,-0.0394274926391428
2021-02-24,-0.004052038803270652,0.01759503653855088,0.005487174918026083,-0.010200088550136766,-0.007535539175295702,0.01468630759882239
2021-02-25,-0.0347825516931376,-0.013571932955421029,-0.023705065381306345,0.04085552326786823,0.04114587754499466,-0.14693960305058829
2021-02-26,0.002231497923057546,-0.026524559443419027,0.014804203376649783,-0.06498911242408523,-0.03830197470869967,0.15711119092826653
2021-03-01,0.05385135702451005,0.022626738227149223,0.01962307908528138,0.27078186562892737,-0.04003078361280188,0.009643890461182858
2021-03-02,-0.020893735663887525,-0.0032556075418690433,-0.012956950269740863,-0.021480213313896712,-0.14628954568814478,0.013773562970820885
2021-03-03,-0.024456521399206066,0.01933205397410309,-0.02698063571976428,-0.002831952973748386,0.08067164585242659,-0.04057468255727803
2021-03-04,-0.015811818459140814,-0.015368322518295341,-0.003647440614312214,-0.008413527565012902,-0.049224396697533424,0.04993188032667417
2021-03-05,0.010738165230824492,0.0023244735478140655,0.02147919554779265,-0.03955144749351658,0.11354348312576623,-0.04262846913484797
2021-03-08,-0.04167346904313396,0.013252914684518835,-0.01817782000702861,0.04084186748007612,0.012988419465198131,0.016942403151470442
2021-03-09,0.04064966779497792,-0.007063212668095842,0.028101302952550755,0.17670931830227077,0.14156917054069384,-0.004537836297933029
2021-03-10,-0.009166533479762484,0.02173505035758705,-0.005817248923174034,-0.008675587383009997,-0.009605686272120217,0.05365567543462868
2021-03-11,0.01650272541848241,-0.005221517245550977,0.020264989584794613,0.040489046438932474,0.06909911193910268,0.006974834274120045
2021-03-12,-0.007625565974011095,0.011858619396128312,-0.005819636692380836,-0.007798479743702069,-0.010112712384950817,0.008060643728269978
2021-03-15,0.02445670148614565,-0.00499530737158016,-0.0039872426003629835,0.06276855699534822,-0.004858090344838639,-0.0010932247765607084
2021-03-16,0.012743080674893159,-0.011971543894069625,0.012350358725542243,0.01709669625000787,0.029233454662466185,-0.03252031279397527
2021-03-17,-0.006450819605211655,0.010292776684388771,-0.0028185214952893833,-0.01584081942090665,-0.005406920841490748,0.017439416420048204
2021-03-18,-0.033905096566002046,0.01650653511354916,-0.026662250913610408,0.005378165215712771,0.02703488024814593,0.039552390051571296
2021-03-19,-0.004480029877254377,-0.015921625969860798,-0.0016034132064667306,-0.005356967869470264,-0.008655687603035589,0.00876449351690467
2021-03-22,0.02833561484314262,-0.026878650860618247,0.024484347382763172,0.03549083662931252,0.021485486825349565,0.06255815106417462
2021-03-23,-0.006888692080189052,-0.010001832682906109,0.006737608416252261,-0.005448670924918075,0.006671341471592207,-0.005479653406032514
2021-03-24,-0.019993448937636438,0.007760837184802805,-0.008923311290951808,-0.006764914305071201,-0.003058619977719057,-0.02064709084540073
2021-03-25,0.004163576447784756,0.012813930709033361,-0.013250711009817229,-0.04117176931854549,-0.047002891190055185,0.011088325236278562
2021-03-26,0.0051412930834928705,0.01665032186981308,0.01781857569393286,0.006021052132585858,0.026313205813395024,-0.05129233091022867
2021-03-29,0.0014850944667157417,-0.015539461764455642,-0.00524335513273233,-0.13782441874263962,-0.03563623334107591,-0.03306863259005732
2021-03-30,-0.012274443497983012,0.011789416030067335,-0.014410941446137637,-0.026696225648193073,-0.010776735597005538,0.024358175992232223
2021-03-31,0.018765587487598046,-0.014565168187656519,0.016907511889660665,0.008143729796748822,-0.033276117467953004,-0.02931699628842155
2021-04-01,0.006958557839624513,0.009722115205932136,0.027908598973298337,-0.007849471815000397,0.08986894926307509,-0.013395730440542208
